payer_int,beneficiary_int,amount
43,168,34.0
43,169,995.5
43,170,103.25
43,171,46971.5
43,172,146.75
43,173,5.725
43,174,414.0
43,175,672.0
43,176,2.8485
43,177,47.75
43,178,300.75
43,179,2942.0
43,180,19.5
43,181,93.0
44,4,8.75
44,5,3.5735
44,8,1.0
44,9,2.0
44,12,9.0
44,15,0.091
44,17,13.094
44,23,1.5
44,29,2.042
44,30,1.048
44,32,29.5
44,33,0.0965
44,39,0.202
44,41,1.5725
44,42,0.203
44,43,5.25
44,46,1.0
44,50,4.0
44,52,1.0
44,54,31.5
44,55,1.0
44,57,33.75
44,59,29.5
44,66,1.0
44,74,16.5
44,75,10.5
44,76,1.048
44,81,19.0
44,82,0.002
44,83,1.0
44,84,21.0
44,86,3.0
44,90,23.0
44,93,0.3954999999999999
44,100,0.163
44,102,0.107
44,104,0.0555
44,108,0.001
44,109,3.0
44,116,177.5
44,121,15.25
44,122,1.0
44,126,3.0
44,127,3.0
44,132,2.5
44,133,1.0
44,134,1.036
44,139,103.0
44,141,1.048
44,142,13.5
44,147,83.5
44,151,1.0
44,152,1.0
44,158,6.5
44,159,0.0584999999999999
44,163,1.0
44,164,1.5
44,166,6.77
44,169,1.021
44,171,18.0
44,177,21.25
44,178,0.698
44,179,4.0
44,181,0.011
45,5,3.8780000000000006
45,7,2.6
45,8,0.050249999999999996
45,9,0.0605
45,12,0.4115
45,15,0.1129999999999999
45,16,0.03
45,21,0.08949999999999994
45,23,0.738
45,24,3.596
45,29,1.39275
45,30,0.37450000000000006
45,32,18.76425
45,33,0.018000000000000002
45,36,2.5077500000000006
45,39,0.764
45,41,0.119
45,42,0.222
45,43,0.8825
45,46,0.333
45,50,0.1659999999999999
45,53,0.043
45,54,0.001
45,55,0.144
45,56,0.6679999999999999
45,57,1.8295
45,59,24.231749999999998
45,61,0.008
45,66,0.1885
45,67,1.248
45,69,1.0125
45,72,0.022
45,75,1.594
45,76,0.24949999999999994
45,81,1.63275
45,82,9.7585
45,84,7.05675
45,89,1.3177500000000002
45,93,0.1345
45,96,6.797750000000001
45,99,0.025
45,100,0.021
45,106,0.25225
45,109,0.20299999999999996
45,116,2.13575
45,121,2.6775
45,122,0.452
45,125,0.042
45,129,0.023
45,130,1.236
45,132,0.3745
45,134,0.0245
45,137,0.07375
45,150,0.20325
45,151,0.009
45,152,0.106
45,158,2.5810000000000004
45,162,9.90625
45,163,0.025
45,164,0.06074999999999996
45,166,3.585
45,170,0.002
45,171,23.472
45,173,2.4284999999999997
45,174,0.3805
45,178,0.068
45,179,1.25975
45,180,0.174
45,181,0.942
46,0,1.0
46,1,7.5
46,2,3.25
46,4,106.75
46,5,151.75
46,6,1.5
46,7,0.6892499999999999
46,8,197.0
46,9,461.0
46,10,4.5
46,11,1.5
46,12,1155.1399999999999
46,13,2.5
46,14,3.25
46,15,48.0
46,16,35.25
46,17,10.5
46,18,3.75
46,19,12.0
46,20,34.0
46,21,1.5
46,22,1.75
46,23,172.25
46,24,5.5
46,25,1.0
46,27,1.0
46,28,1.036
46,29,365.25
46,30,616.5
46,31,62.5
46,32,1226.75
46,33,5.0
46,34,1.75
46,35,1.0
46,36,35.5
46,37,0.067
46,38,2.0
46,39,5.25
46,40,5.25
46,41,25.25
46,42,170.5
46,43,8936.25
46,44,1.0
46,45,0.333
46,47,28.75
46,48,13.25
46,49,5.0
46,50,87.25
46,51,2.245
46,52,902.5
46,53,123.75
46,54,4.25
46,55,1521.0
46,56,1.0
46,57,2452.0
46,58,1.0
46,59,3980.0
46,60,2.75
46,61,10.0
46,62,2.0
46,63,2.0
46,64,1.036
46,65,1.0
46,66,213.75
46,67,0.55775
46,68,7.0
46,69,1.0
46,70,4.0
46,71,31.0
46,72,3.0
46,73,134.25
46,74,103.75
46,75,168.5
46,76,596.25
46,77,33.0
46,78,20.0
46,79,164.75
46,80,112.25
46,81,1780.5
46,82,2.25
46,83,15.75
46,84,1328.0
46,85,8.0
46,86,8.5
46,87,2.5
46,88,5.0
46,89,0.8165
46,90,370.5
46,91,38.5
46,92,1.0
46,93,20.25
46,94,4.0
46,95,14.0
46,96,1.0865
46,97,11.75
46,98,3.581
46,99,193.0
46,100,57.510000000000005
46,101,113.0
46,102,17.25
46,103,2.0
46,104,2.75
46,105,2.0
46,106,91.25
46,107,6.5
46,108,1.0
46,109,12.25
46,110,7.25
46,111,3.0
46,112,3.5
46,113,2.0
46,114,4.5
46,115,3.25
46,116,115.75
46,117,2.5
46,118,2.0
46,119,26.25
46,120,2.25
46,121,2868.25
46,122,2553.5
46,123,1.5
46,125,48.75
46,126,12.5
46,127,28.25
46,128,25.5
46,129,15.75
46,130,44.0
46,131,1.5
46,132,818.75
46,133,3.75
46,134,290.0
46,135,1.5
46,136,13.0
46,137,413.25
46,138,1.5
46,139,114.0
46,140,7.5
46,141,2.0
46,142,182.75
46,143,0.026500000000000003
46,144,3.0
46,145,3.75
46,147,0.315
46,148,0.233
46,149,1.0
46,150,53.75
46,151,67.25
46,152,5417.75
46,153,1.0
46,154,0.649
46,155,10.5
46,156,1.0
46,157,1.75
46,158,174.25
46,159,1.0
46,160,2.0
46,161,0.0525
46,162,2.0
46,163,11.0
46,164,206.5
46,165,0.011
46,166,314.0725
46,167,7.0
46,168,6.5
46,169,47.5
46,170,6.25
46,171,2407.75
46,172,7.0
46,173,0.7955
46,174,23.0
46,175,50.5
46,176,0.003
46,177,19.0
46,178,20.0
46,179,98.0
46,180,8.0
46,181,8.5
47,0,3.0
47,2,1.036
47,4,1.0
47,5,20.25
47,8,4.75
47,9,3.25
47,12,45.55
47,13,2.042
47,15,0.032
47,16,1.0
47,18,1.0
47,20,9.0
47,21,2.0
47,22,2.0
47,23,58.0
47,24,1.75
47,27,1.021
47,29,50.0
47,30,10.75
47,31,13.25
47,32,68.75
47,34,2.5895
47,36,45.75
47,39,23.0
47,40,13.75
47,41,0.048
47,42,7.0
47,43,90.75
47,46,28.75
47,48,3.063
47,49,12.0
47,50,1.036
47,52,169.25
47,53,0.011
47,55,17.25
47,56,1.021
47,57,57.0
47,59,46.5
47,66,1.0
47,68,15.0
47,70,13.0
47,72,66.5
47,73,1.0
47,74,23.5
47,75,11.75
47,76,5.0
47,78,1.021
47,79,0.069
47,80,6.5
47,81,63.5
47,82,8.0
47,84,176.0
47,90,94.75
47,91,1.021
47,93,0.011
47,94,3.145
47,97,18.0
47,99,1.0
47,100,2.0
47,101,1.036
47,102,13.25
47,106,251.75
47,109,0.043
47,116,3.0
47,120,3.0
47,121,79.75
47,122,11.25
47,125,6.0
47,127,10.5
47,128,48.5
47,129,11.5
47,130,1.0
47,132,2.0
47,134,3.0
47,135,0.035
47,136,1.0
47,137,25.0
47,139,1.0
47,142,3.25
47,145,7.0
47,149,2.0
47,150,2.0
47,152,9.0
47,157,1.048
47,158,13.0
47,162,32.5
47,163,1.0
47,164,22.0
47,166,57.447500000000005
47,169,14.0
47,170,8.0
47,171,4909.5
47,174,493.5
47,175,1.048
47,177,3.0
47,178,0.349
47,179,1.25
47,181,1.036
48,0,1.0
48,1,6.98325
48,4,29.25
48,5,65.5
48,8,14.75
48,9,120.25
48,12,520.71
48,13,1.0
48,14,0.003
48,15,1.0
48,16,5.0
48,17,10.0
48,18,0.17899999999999996
48,19,1.0
48,20,71.0
48,22,0.0455
48,23,775.25
48,24,2.097
48,28,0.021
48,29,593.25
48,30,119.75
48,31,9.5
48,32,109.0
48,33,34.5
48,34,4.084
48,35,2.0
48,36,3.063
48,37,0.021
48,38,0.903
48,40,1.0
48,41,2.0
48,42,59.25
48,43,1058.0
48,46,13.25
48,47,3.063
48,49,9.436
48,50,12.0
48,52,843.0
48,53,4.0
48,54,8.5
48,55,37.75
48,56,0.075
48,57,2615.25
48,58,2.0
48,59,401.0
48,60,5.0
48,61,2.0
48,62,3.0
48,66,64.75
48,68,3.6695
48,70,0.0965
48,71,2.0
48,72,0.001
48,73,7.5
48,74,28.5
48,75,28.5
48,76,19.5
48,77,1.0
48,78,56.0
48,79,3.063
48,81,2881.0
48,82,2.04175
48,83,10.5
48,84,87.5
48,85,4.0
48,86,1.048
48,88,1.021
48,90,126.25
48,91,1.0
48,92,2.0
48,93,7.25
48,94,7.0225
48,95,2.0
48,97,1.036
48,99,1.021
48,100,4.5
48,101,9.0
48,102,66.25
48,104,8.168
48,106,77.75
48,107,0.40075
48,108,1.036
48,109,1.0
48,110,3.3775
48,111,0.011
48,113,12.5
48,116,13.0
48,118,1.0
48,119,19.75
48,121,750.0
48,122,4.75
48,123,0.326
48,125,34.0
48,126,3.0
48,127,4.0
48,128,1.036
48,129,14.0
48,130,1.0
48,132,27.25
48,133,6.5
48,134,45.0
48,135,11.393
48,137,66.25
48,139,31.5
48,140,1.0
48,141,2.5525
48,142,7.5
48,144,0.001
48,145,1.036
48,150,2.0
48,151,38.75
48,152,40.25
48,155,33.25
48,157,1.021
48,158,15.5
48,162,7.147
48,163,75.0
48,164,770.25
48,166,31.32
48,167,1.021
48,168,10.5
48,169,247.5
48,170,9.5
48,171,1792.75
48,174,6.126
48,175,7.0
48,177,2.07125
48,178,16.75
48,179,12.5
48,181,2.0
49,0,1.0
49,1,50.5
49,4,1.0
49,5,96.0
49,8,2.5
49,9,7.75
49,10,1.021
49,12,60.5
49,15,0.1015
49,16,3.0
49,18,4.194
49,20,7.5
49,21,0.03325
49,22,7.25
49,23,79.5
49,24,1.021
49,29,75.75
49,30,23.5
49,31,201.75
49,32,94.5
49,33,1.5
49,35,17.299500000000002
49,36,394.25
49,39,8.75
49,40,5.75
49,41,0.048749999999999946
49,42,9.5
49,43,179.75
49,46,5.0
49,47,12.0
49,48,9.436
49,50,2.0
49,52,86.0
49,53,4.5
49,55,5.25
49,57,59.25
49,59,43.0
49,60,1.048
49,66,6.0
49,68,18.75
49,69,4.0
49,70,4.0
49,71,7.5
49,72,1.048
49,73,2.75
49,74,16.5
49,75,5.5
49,76,3.25
49,77,8.925
49,79,0.043
49,80,9.0
49,81,123.25
49,82,1.0
49,83,1.0
49,84,232.5
49,85,1.0
49,90,198.5
49,91,1.0
49,93,1.048
49,95,2.0
49,97,1.5
49,99,9.5
49,100,2.0
49,101,1.817
49,102,1.048
49,103,0.428
49,104,0.043
49,106,96.25
49,107,1.021
49,109,2.0
49,116,4.0
49,119,0.011
49,120,4.5
49,121,63.75
49,122,1.5
49,125,13.0
49,127,1.0
49,128,118.5
49,129,113.5
49,130,1.0
49,132,43.5
49,133,1.5
49,134,8.0
49,135,2.5
49,136,0.506
49,137,89.75
49,139,7.5
49,142,2.5
49,145,73.0
49,149,1.0
49,150,4.5
49,151,3.25
49,152,7.75
49,155,1.036
49,156,1.048
49,158,6.25
49,162,5.75
49,163,2.5
49,164,22.5
49,166,35.84
49,167,3.0
49,169,12.0
49,170,6.0
49,171,1700.0
49,173,0.001
49,174,172.75
49,175,2.0
49,177,1.036
49,178,1.0
49,179,3.0
50,0,1.0
50,1,1.048
50,2,2.75
50,4,60.75
50,5,188.5
50,6,2.0965
50,8,167.25
50,9,67.75
50,10,1.5314999999999999
50,12,216.32999999999998
50,13,4.0
50,14,1.0
50,15,7.0
50,16,17.75
50,17,13.5
50,18,0.2355
50,19,8.0
50,20,6.5
50,22,1.0
50,23,144.0
50,25,1.0
50,28,1.0
50,29,66.0
50,30,171.75
50,31,6.75
50,32,614.75
50,33,2.25
50,34,1.5
50,35,1.0
50,36,2.0
50,39,1.036
50,40,3.75
50,41,27.75
50,42,32.25
50,43,898.25
50,44,4.0
50,45,0.1659999999999999
50,46,87.25
50,47,1.036
50,48,12.0
50,49,2.0
50,52,312.5
50,53,6.25
50,54,8.0
50,55,98.0
50,57,811.75
50,58,0.7567499999999999
50,59,707.0
50,60,5.25
50,61,3.25
50,62,1.036
50,63,0.0545
50,64,5.179
50,65,2.072
50,66,126.25
50,67,0.004
50,68,1.0
50,71,16.75
50,73,17.5
50,74,110.75
50,75,229.0
50,76,124.25
50,77,16.0
50,78,78.5
50,79,1.021
50,80,41.0
50,81,1248.75
50,82,1.036
50,83,33.5
50,84,452.75
50,85,4.5
50,86,48.75
50,87,0.107
50,88,1.048
50,89,0.123
50,90,337.0
50,91,32.25
50,92,0.0205
50,93,53.25
50,94,4.0
50,95,61.75
50,97,21.0
50,99,1.0
50,100,8.0
50,101,15.0
50,102,11.75
50,103,1.036
50,104,0.11925
50,106,5.5
50,107,2.5
50,108,1.0
50,109,2.75
50,110,7.25
50,111,0.187
50,112,0.104
50,113,2.097
50,114,5.0
50,115,7.5
50,116,125.5
50,118,0.011
50,119,3.0
50,120,0.003
50,121,315.0
50,122,20.25
50,123,0.10925
50,125,30.5
50,126,10.0
50,127,38.75
50,128,1.036
50,129,5.0
50,130,3.75
50,132,46.75
50,133,1.0
50,134,78.25
50,135,1.036
50,136,12.5
50,137,238.0
50,138,0.011
50,139,509.75
50,140,33.25
50,141,2.0
50,142,145.5
50,143,0.727
50,144,0.2135
50,145,0.044
50,147,1.0
50,150,16.75
50,151,15.0
50,152,263.0
50,153,0.0215
50,155,41.5
50,156,0.21275
50,157,1.021
50,158,79.25
50,159,2.042
50,160,1.036
50,162,1.021
50,163,37.5
50,164,264.5
50,166,113.4025
50,167,2.5
50,168,1.0
50,169,117.0
50,170,1.0
50,171,2206.75
50,172,1.5725
50,174,3.063
50,175,11.5
50,177,20.5
50,178,6.75
50,179,14.5
50,180,1.036
50,181,9.25
51,5,0.342
51,8,0.214
51,9,0.641
51,12,3.592
51,23,0.107
51,36,0.032
51,41,0.19
51,42,0.192
51,43,19.7745
51,46,2.245
51,55,0.695
51,57,9.62
51,59,4.276
51,66,0.321
51,76,1.39
51,80,0.321
51,81,27.7915
51,83,0.118
51,100,0.15
51,116,0.214
51,121,2.1915
51,122,2.245
51,139,22.415000000000003
51,150,0.011
51,152,1.817
51,171,8.5515
51,177,0.3845
52,0,1.036
52,1,123.0
52,2,14.5
52,4,200.0
52,5,935.5
52,6,2.5
52,7,6.688750000000001
52,8,400.25
52,9,1258.75
52,10,4.25
52,11,1.0
52,12,4435.12
52,13,15.75
52,14,9.25
52,15,55.0
52,16,99.75
52,17,20.25
52,18,82.5
52,19,14.0
52,20,16.0
52,21,20.0
52,22,26.5
52,23,1097.5
52,24,4.0
52,25,1.5
52,26,1.603
52,27,2.0
52,28,8.0
52,29,533.25
52,30,1637.0
52,31,422.75
52,32,2464.0
52,33,113.0
52,34,83.25
52,35,26.25
52,36,206.25
52,37,1.0
52,38,4.0
52,39,94.0
52,40,354.75
52,41,78.0
52,42,520.25
52,43,18338.0
52,44,1.0
52,46,902.5
52,47,169.25
52,48,843.0
52,49,86.0
52,50,312.5
52,53,31.25
52,54,11.75
52,55,812.75
52,56,1.021
52,57,24687.0
52,58,42.0
52,59,10188.25
52,60,3.75
52,61,58.5
52,62,48.75
52,63,2.5
52,64,1.0
52,65,324.25
52,66,684.75
52,67,0.6295
52,68,56.75
52,69,1.0
52,70,43.0
52,71,62.0
52,72,10.5
52,73,508.5
52,74,586.75
52,75,428.5
52,76,1353.0
52,77,571.75
52,78,597.0
52,79,52.0
52,80,589.5
52,81,11562.25
52,82,15.75
52,83,29.5
52,84,2275.0
52,85,36.0
52,86,15.5
52,87,1.0
52,88,5.5
52,89,0.2575
52,90,924.5
52,91,72.75
52,92,5.5
52,93,74.25
52,94,3.5
52,95,911.5
52,96,0.14699999999999996
52,97,22.0
52,98,1.0
52,99,62.25
52,100,163.34
52,101,21.5
52,102,1055.25
52,103,7.5
52,104,15.25
52,105,4.1745
52,106,1452.0
52,107,11.5
52,108,9.25
52,109,62.0
52,110,8.75
52,111,1.0
52,112,27.5
52,113,45.75
52,114,32.0
52,115,9.5
52,116,252.25
52,117,94.0
52,118,2.5
52,119,1240.0
52,120,16.25
52,121,5681.75
52,122,654.25
52,123,2.25
52,125,62.5
52,126,21.75
52,127,106.5
52,128,162.25
52,129,311.25
52,130,107.0
52,131,1.5
52,132,688.0
52,133,36.0
52,134,6883.75
52,135,38.75
52,136,40.0
52,137,1027.25
52,138,1.0
52,139,996.25
52,140,10.25
52,141,49.0
52,142,405.0
52,143,1.036
52,144,2.5
52,145,31.25
52,147,1.036
52,148,0.2635
52,149,1.75
52,150,186.75
52,151,171.0
52,152,1659.75
52,153,2.0
52,154,0.87375
52,155,128.5
52,156,2.0
52,157,5.75
52,158,403.0
52,159,1.0
52,160,4.75
52,162,62.75
52,163,345.0
52,164,1277.5
52,165,0.04574999999999995
52,166,581.8125
52,167,9.0
52,168,15.5
52,169,141.0
52,170,98.25
52,171,6115.5
52,172,4.75
52,173,2.54075
52,174,408.5
52,175,124.5
52,176,3.3214999999999995
52,177,5.25
52,178,22.75
52,179,435.0
52,180,2.0
52,181,24.25
53,0,0.36075
53,1,1.036
53,2,0.011
53,4,1.5
53,5,1.0
53,6,0.107
53,7,0.1285
53,8,2.25
53,9,23.25
53,10,1.0
53,12,65.78
53,14,0.032
53,15,1.0
53,16,2.75
53,17,3.0
53,18,3.0
53,20,53.75
53,21,3.1750000000000003
53,23,5.5
53,24,4.194
53,28,6.291
53,29,22.5
53,30,27.0
53,31,1.5
53,32,65.25
53,33,46.0
53,34,0.021
53,36,1.5
53,39,1.0
53,40,1.0
53,41,6.5
53,42,30.25
53,43,365.25
53,45,0.043
53,46,123.75
53,47,0.011
53,48,4.0
53,49,4.5
53,50,6.25
53,52,31.25
53,55,1151.5
53,57,73.75
53,59,220.75
53,60,1.021
53,61,14.5
53,62,0.032
53,65,0.006
53,66,2.75
53,68,1.0
53,69,0.021
53,70,0.0135
53,71,1.0
53,73,22.5
53,74,3.5
53,75,7.0
53,76,17.75
53,77,1.0
53,78,1.0
53,79,8.5
53,80,2.0
53,81,79.25
53,82,1.021
53,83,0.214
53,84,26.25
53,85,15.5
53,87,1.0
53,88,1.0
53,89,0.011
53,90,23.5
53,92,0.0185
53,93,0.214
53,94,6.5
53,95,0.011
53,96,0.026
53,97,1.5
53,99,86.0
53,100,1.0
53,101,169.25
53,102,1.25
53,103,2.0
53,104,0.011
53,106,3.0
53,107,3.063
53,108,1.0
53,109,8.0
53,110,0.011
53,111,1.036
53,113,1.0
53,114,1.036
53,116,4.75
53,119,1.25
53,120,0.1815
53,121,171.25
53,122,72.0
53,125,1.0
53,126,0.1175
53,127,4.75
53,128,3.0
53,129,1.0
53,130,1.5
53,132,58.5
53,133,8.5
53,134,7.75
53,135,0.0584999999999999
53,137,576.0
53,139,1.036
53,140,3.145
53,141,0.032
53,142,5.0
53,144,0.07724999999999996
53,145,2.042
53,149,0.091
53,150,4.0
53,151,3.25
53,152,614.5
53,153,0.048
53,155,3.107
53,157,2.0
53,158,5.25
53,159,3.0
53,160,2.5
53,163,1.048
53,164,9.25
53,165,0.021
53,166,18.3325
53,168,0.032
53,169,54.0
53,170,2.0
53,171,218.0
53,172,33.5
53,173,0.136
53,174,1.021
53,175,3.0
53,176,0.006
53,178,1.0
53,179,2.5
53,181,0.123
54,2,0.2244999999999999
54,4,7.5
54,5,0.043
54,8,3.75
54,9,2.0
54,12,29.81
54,15,1.0
54,16,2.5
54,20,8.5
54,23,8.5
54,29,8.0
54,30,3.5
54,32,31.75
54,33,0.04325
54,35,0.107
54,36,0.091
54,40,0.032
54,41,1.0
54,42,1.0
54,43,80.75
54,44,31.5
54,45,0.001
54,46,4.25
54,48,8.5
54,50,8.0
54,52,11.75
54,55,1.75
54,57,35.0
54,59,36.25
54,61,2.27125
54,63,0.0104999999999999
54,66,5.25
54,69,0.02
54,73,1.5
54,74,5.5
54,75,48.25
54,76,6.5
54,77,1.048
54,79,0.0195
54,80,9.75
54,81,74.0
54,82,0.2115
54,83,5.25
54,84,55.25
54,86,13.75
54,90,10.5
54,91,17.5
54,93,1.048
54,97,1.5
54,99,0.011
54,100,1.0
54,102,0.50225
54,104,0.0135
54,106,0.695
54,108,0.012
54,109,1.0
54,116,4.75
54,121,15.75
54,122,1.0
54,125,0.043
54,126,1.0
54,127,2.25
54,129,0.2995
54,130,1.021
54,132,2.5
54,133,4.0
54,134,1.0
54,136,5.0
54,137,58.0
54,138,1.0
54,139,149.0
54,140,2.0
54,142,5.25
54,147,0.09
54,150,1.5
54,151,1.036
54,152,23.0
54,157,0.064
54,158,7.0
54,163,6.126
54,164,28.5
54,166,0.975
54,167,2.0
54,168,2.097
54,169,38.5
54,171,88.25
54,177,3.5
54,178,0.395
54,179,11.5
54,180,0.48250000000000004
54,181,1.0
55,0,9.5
55,1,2.0
55,2,7.5
55,4,185.25
55,5,86.25
55,6,2.0
55,7,6.699000000000001
55,8,343.5
55,9,496.0
55,10,3.5
55,11,1.0
55,12,1004.07
55,13,1.0
55,14,1.036
55,15,14.75
55,16,26.25
55,17,7.0
55,18,7.6575
55,19,3.5
55,20,20.0
55,21,0.08425
55,22,10.0
55,23,232.75
55,24,3.0
55,25,1.021
55,27,4.0
55,28,0.011
55,29,263.5
55,30,588.25
55,31,75.75
55,32,1720.75
55,33,5.0
55,34,4.5
55,35,3.0
55,36,58.25
55,37,0.2085
55,38,0.021
55,39,15.0
55,40,4.5
55,41,9.5
55,42,216.5
55,43,5576.5
55,44,1.0
55,45,0.144
55,46,1521.0
55,47,17.25
55,48,37.75
55,49,5.25
55,50,98.0
55,51,0.695
55,52,812.75
55,53,1151.5
55,54,1.75
55,56,1.74225
55,57,1887.5
55,58,1.0
55,59,3146.25
55,60,3.0
55,61,4.25
55,62,13.63
55,63,0.029249999999999998
55,64,0.011
55,65,0.004
55,66,263.5
55,67,0.22425
55,68,14.75
55,69,1.0
55,70,3.0
55,71,16.5
55,72,1.021
55,73,224.75
55,74,140.0
55,75,183.0
55,76,303.25
55,77,48.5
55,78,8.0
55,79,27.0
55,80,145.25
55,81,1517.25
55,82,5.5
55,83,10.75
55,84,1051.25
55,85,73.5
55,86,25.5
55,87,1.25
55,88,1.0
55,89,3.1285000000000003
55,90,418.25
55,91,22.5
55,92,2.0
55,93,38.5
55,94,0.107
55,95,3.5
55,96,0.0125
55,97,6.5
55,98,1.021
55,99,99.0
55,100,26.19
55,101,155.75
55,102,41.0
55,103,2.0
55,104,1.25
55,105,2.072
55,106,111.75
55,107,5.0
55,108,2.0
55,109,12.75
55,110,2.0
55,111,4.0
55,112,1.0
55,113,4.0
55,114,1.75
55,115,1.5
55,116,152.75
55,117,1.0
55,118,1.036
55,119,17.0
55,120,2.5
55,121,2062.0
55,122,1259.75
55,123,1.0
55,125,40.75
55,126,10.5
55,127,15.5
55,128,12.75
55,129,19.0
55,130,212.75
55,131,1.0
55,132,529.0
55,133,1.0
55,134,187.0
55,135,1.0
55,136,5.0
55,137,2311.5
55,138,0.18424999999999997
55,139,162.0
55,140,1.0
55,141,2.0
55,142,223.75
55,143,3.063
55,144,1.048
55,145,32.0
55,149,1.0
55,150,59.5
55,151,35.5
55,152,4280.5
55,153,10.0
55,154,0.043
55,155,26.0
55,156,0.10725
55,157,1.021
55,158,151.25
55,159,1.036
55,160,1.5
55,161,0.0099999999999999
55,162,2.5
55,163,24.0
55,164,371.0
55,166,324.35
55,167,6.0
55,168,1.0
55,169,58.75
55,170,9.0
55,171,2483.25
55,172,11.5
55,174,56.75
55,175,20.0
55,176,0.02
55,177,1.5
55,178,3.25
55,179,184.25
55,180,13.5
55,181,6.5
56,5,1.0
56,8,263.75
56,9,0.23775000000000002
56,12,1.266
56,15,0.0205
56,23,1.0
56,24,0.001
56,29,1.5
56,30,1.5725
56,31,1.5315
56,32,29.5
56,36,1.0
56,42,1.048
56,43,5.0
56,45,0.6679999999999999
56,46,1.0
56,47,1.021
56,48,0.075
56,52,1.021
56,55,1.74225
56,57,6.25
56,59,51.5
56,66,0.6895
56,73,5.242
56,74,7.25
56,75,15.0
56,76,0.34475000000000006
56,80,0.1124999999999999
56,81,1.0
56,84,29.25
56,90,7.75
56,92,0.046
56,97,1.0
56,100,0.1495
56,105,0.062
56,108,0.176
56,109,0.0265
56,115,0.2754999999999999
56,116,8.75
56,121,1.0
56,122,0.155
56,125,46.0
56,127,7.5
56,129,0.0265
56,130,1.0
56,131,2.0
56,134,12.0
56,139,1.036
56,142,29.0
56,143,4.0
56,150,0.043
56,151,0.021
56,152,1.0
56,158,14.5
56,164,0.0695
56,166,9.0075
56,171,88.5
56,175,7.25
56,179,1.0
56,180,0.006
56,181,0.001
57,0,6.0
57,1,242.0
57,2,14.25
57,4,1235.0
57,5,773.25
57,6,8.25
57,7,4.77525
57,8,965.75
57,9,2804.75
57,10,106.25
57,11,7.5
57,12,27224.690000000002
57,13,114.5
57,14,75.75
57,15,205.25
57,16,285.25
57,17,163.75
57,18,117.75
57,19,41.5
57,20,59.5
57,21,2.0
57,22,15.25
57,23,2209.25
57,24,15.0
57,25,5.0
57,26,1.021
57,27,17.0
57,28,24.0
57,29,2158.25
57,30,34280.25
57,31,656.25
57,32,6734.0
57,33,591.0
57,34,346.25
57,35,119.75
57,36,213.75
57,37,9.75
57,38,12.5
57,39,63.0
57,40,142.25
57,41,259.0
57,42,1384.5
57,43,52776.75
57,44,33.75
57,45,1.8295
57,46,2452.0
57,47,57.0
57,48,2615.25
57,49,59.25
57,50,811.75
57,51,9.62
57,52,24687.0
57,53,73.75
57,54,35.0
57,55,1887.5
57,56,6.25
57,58,789.5
57,59,28379.25
57,60,14.75
57,61,90.25
57,62,91.0
57,63,14.5
57,64,2.25
57,65,17.5
57,66,1469.0
57,67,4.702500000000001
57,68,30.75
57,69,5.75
57,70,31.25
57,71,245.0
57,72,16.75
57,73,1448.25
57,74,609.25
57,75,1059.75
57,76,4195.5
57,77,885.0
57,78,815.75
57,79,82.25
57,80,956.0
57,81,28609.25
57,82,59.0
57,83,113.5
57,84,6682.0
57,85,371.0
57,86,129.75
57,87,3.5
57,88,44.0
57,89,1.489
57,90,2098.25
57,91,357.5
57,92,27.25
57,93,284.25
57,94,782.25
57,95,434.75
57,96,3.69825
57,97,317.5
57,98,1.036
57,99,190.75
57,100,1758.7
57,101,77.25
57,102,2618.25
57,103,14.5
57,104,231.0
57,105,40.0
57,106,940.0
57,107,31.25
57,108,82.0
57,109,423.0
57,110,45.0
57,111,6.0
57,112,17.25
57,113,124.75
57,114,349.75
57,115,7.25
57,116,1128.0
57,117,62.5
57,118,64.5
57,119,910.0
57,120,12.0
57,121,18667.5
57,122,3710.25
57,123,18.5
57,124,0.053
57,125,222.75
57,126,50.25
57,127,284.0
57,128,32.5
57,129,101.0
57,130,412.25
57,131,1.5
57,132,2297.5
57,133,5.5
57,134,4183.0
57,135,18.75
57,136,193.5
57,137,2234.25
57,138,5.0
57,139,2270.5
57,140,48.75
57,141,304.5
57,142,2126.0
57,143,1.0
57,144,5.75
57,145,71.75
57,147,4.25
57,148,0.8535
57,149,22.5
57,150,415.25
57,151,812.75
57,152,4344.75
57,153,16.0
57,154,18.62575
57,155,393.25
57,156,31.25
57,157,54.0
57,158,891.25
57,159,4.5
57,160,47.25
57,161,0.1575
57,162,84.25
57,163,2051.75
57,164,2747.25
57,165,0.011
57,166,1831.17
57,167,14.5
57,168,22.5
57,169,186.75
57,170,79.75
57,171,25773.75
57,172,60.25
57,173,3.33725
57,174,217.75
57,175,387.5
57,176,2.458
57,177,64.0
57,178,81.5
57,179,871.75
57,180,5.75
57,181,28.75
58,1,1.0
58,5,1.0
58,8,1.0
58,9,4.5
58,12,33.15
58,13,2.072
58,15,1.021
58,16,0.021
58,18,45.808
58,19,0.003
58,22,0.001
58,23,3.0
58,28,0.0245
58,29,2.5
58,30,2.0
58,31,36.2465
58,32,180.0
58,33,9.0
58,34,8.75
58,35,5.25
58,36,0.0415
58,40,0.021
58,41,0.2145
58,42,5.0
58,43,17.25
58,46,1.0
58,48,2.0
58,50,0.7567499999999999
58,52,42.0
58,55,1.0
58,57,789.5
